source,target
COUNCILMAN HAWLEY,QUINJET PILOT
25TH FLOOR STRIKE AGENT,QUINJET PILOT
OLD FOOTAGE RECORDING,QUINJET PILOT
BAILIFF,QUINJET PILOT
FEMALE NURSE,QUINJET PILOT
HYDRA DISPATCH,QUINJET PILOT
COUNCILMAN YEN,QUINJET PILOT
MAN ON PA,QUINJET PILOT
COUNCILWOMAN HAWLEY,QUINJET PILOT
GEORGES BATROC,QUINJET PILOT
COM TECH #2,QUINJET PILOT
FEMALE WAR VETERAN,QUINJET PILOT
COMMITTEE GENERAL,QUINJET PILOT
MALE NURSE,QUINJET PILOT
FRENCH PIRATE,QUINJET PILOT
CHARLIE XO,QUINJET PILOT
COM TECH #1,QUINJET PILOT
APPLE EMPLOYEE,QUINJET PILOT
COUNCILMAN SINGH,QUINJET PILOT
CHARLIE WEAPONS TECH,QUINJET PILOT
PILOT,QUINJET PILOT
FRENCH PIRATE #1,QUINJET PILOT
COMPUTER,QUINJET PILOT
DOCTOR,QUINJET PILOT
DR. LIST,QUINJET PILOT
COUNCILMAN ROCKWELL,QUINJET PILOT
FURY'S CAR,QUINJET PILOT
BARON WOLFGANG VON STRUCKER,QUINJET PILOT
JASPER SITWELL,QUINJET PILOT
DR. ARNIM ZOLA,QUINJET PILOT
BROCK RUMLOW,QUINJET PILOT
ALEXANDER PIERCE,QUINJET PILOT
MARIA HILL,QUINJET PILOT
PEGGY CARTER,QUINJET PILOT
BUCKY BARNES,QUINJET PILOT
NICK FURY,QUINJET PILOT
NATASHA ROMANOFF,QUINJET PILOT
STRIKE AGENT #3,TEXT MESSAGE
STRIKE AGENT #1,TEXT MESSAGE
DURAND,TEXT MESSAGE
STRIKE AGENT #2,TEXT MESSAGE
DOCTOR #1,TEXT MESSAGE
SHIELD AGENT #3,TEXT MESSAGE
JACK ROLLINS,TEXT MESSAGE
FRENCH PIRATE #2,TEXT MESSAGE
SHIELD AGENT #1,TEXT MESSAGE
SMITHSONIAN GUARD,TEXT MESSAGE
COUNCILMAN HAWLEY,TEXT MESSAGE
25TH FLOOR STRIKE AGENT,TEXT MESSAGE
QUINJET PILOT,TEXT MESSAGE
OLD FOOTAGE RECORDING,TEXT MESSAGE
SHIELD PILOT,TEXT MESSAGE
BAILIFF,TEXT MESSAGE
FEMALE NURSE,TEXT MESSAGE
HYDRA DISPATCH,TEXT MESSAGE
SCIENTIST #1,TEXT MESSAGE
COUNCILMAN YEN,TEXT MESSAGE
MAN ON PA,TEXT MESSAGE
COUNCILWOMAN HAWLEY,TEXT MESSAGE
GEORGES BATROC,TEXT MESSAGE
SCUDDER,TEXT MESSAGE
SHIELD AGENT #2,TEXT MESSAGE
COM TECH #2,TEXT MESSAGE
STRIKE AGENT,TEXT MESSAGE
RENATA,TEXT MESSAGE
FEMALE WAR VETERAN,TEXT MESSAGE
COMMITTEE GENERAL,TEXT MESSAGE
MALE NURSE,TEXT MESSAGE
FRENCH PIRATE,TEXT MESSAGE
CHARLIE XO,TEXT MESSAGE
COM TECH #1,TEXT MESSAGE
APPLE EMPLOYEE,TEXT MESSAGE
COUNCILMAN SINGH,TEXT MESSAGE
SERGEANT DUFFY,TEXT MESSAGE
CHARLIE WEAPONS TECH,TEXT MESSAGE
PILOT,TEXT MESSAGE
FRENCH PIRATE #1,TEXT MESSAGE
COMPUTER,TEXT MESSAGE
SHIELD TECH,TEXT MESSAGE
DOCTOR,TEXT MESSAGE
DR. LIST,TEXT MESSAGE
COUNCILMAN ROCKWELL,TEXT MESSAGE
SHIELD COMPUTER,TEXT MESSAGE
FURY'S CAR,TEXT MESSAGE
SHIELD AGENT,TEXT MESSAGE
BARON WOLFGANG VON STRUCKER,TEXT MESSAGE
JASPER SITWELL,TEXT MESSAGE
SENATOR STERN,TEXT MESSAGE
SHARON CARTER,TEXT MESSAGE
DR. ARNIM ZOLA,TEXT MESSAGE
BROCK RUMLOW,TEXT MESSAGE
ALEXANDER PIERCE,TEXT MESSAGE
MARIA HILL,TEXT MESSAGE
PEGGY CARTER,TEXT MESSAGE
BUCKY BARNES,TEXT MESSAGE
SAM WILSON,TEXT MESSAGE
NICK FURY,TEXT MESSAGE
NATASHA ROMANOFF,TEXT MESSAGE
STEVE ROGERS,TEXT MESSAGE
25TH FLOOR STRIKE AGENT,COUNCILMAN HAWLEY
BAILIFF,COUNCILMAN HAWLEY
COM TECH #2,COUNCILMAN HAWLEY
COMMITTEE GENERAL,COUNCILMAN HAWLEY
CHARLIE XO,COUNCILMAN HAWLEY
COM TECH #1,COUNCILMAN HAWLEY
APPLE EMPLOYEE,COUNCILMAN HAWLEY
CHARLIE WEAPONS TECH,COUNCILMAN HAWLEY
COMPUTER,COUNCILMAN HAWLEY
BARON WOLFGANG VON STRUCKER,COUNCILMAN HAWLEY
BROCK RUMLOW,COUNCILMAN HAWLEY
ALEXANDER PIERCE,COUNCILMAN HAWLEY
BUCKY BARNES,COUNCILMAN HAWLEY
DURAND,SMITHSONIAN GUARD
DOCTOR #1,SMITHSONIAN GUARD
SHIELD AGENT #3,SMITHSONIAN GUARD
JACK ROLLINS,SMITHSONIAN GUARD
FRENCH PIRATE #2,SMITHSONIAN GUARD
SHIELD AGENT #1,SMITHSONIAN GUARD
COUNCILMAN HAWLEY,SMITHSONIAN GUARD
25TH FLOOR STRIKE AGENT,SMITHSONIAN GUARD
QUINJET PILOT,SMITHSONIAN GUARD
OLD FOOTAGE RECORDING,SMITHSONIAN GUARD
SHIELD PILOT,SMITHSONIAN GUARD
BAILIFF,SMITHSONIAN GUARD
FEMALE NURSE,SMITHSONIAN GUARD
HYDRA DISPATCH,SMITHSONIAN GUARD
SCIENTIST #1,SMITHSONIAN GUARD
COUNCILMAN YEN,SMITHSONIAN GUARD
MAN ON PA,SMITHSONIAN GUARD
COUNCILWOMAN HAWLEY,SMITHSONIAN GUARD
GEORGES BATROC,SMITHSONIAN GUARD
SCUDDER,SMITHSONIAN GUARD
SHIELD AGENT #2,SMITHSONIAN GUARD
COM TECH #2,SMITHSONIAN GUARD
RENATA,SMITHSONIAN GUARD
FEMALE WAR VETERAN,SMITHSONIAN GUARD
COMMITTEE GENERAL,SMITHSONIAN GUARD
MALE NURSE,SMITHSONIAN GUARD
FRENCH PIRATE,SMITHSONIAN GUARD
CHARLIE XO,SMITHSONIAN GUARD
COM TECH #1,SMITHSONIAN GUARD
APPLE EMPLOYEE,SMITHSONIAN GUARD
COUNCILMAN SINGH,SMITHSONIAN GUARD
SERGEANT DUFFY,SMITHSONIAN GUARD
CHARLIE WEAPONS TECH,SMITHSONIAN GUARD
PILOT,SMITHSONIAN GUARD
FRENCH PIRATE #1,SMITHSONIAN GUARD
COMPUTER,SMITHSONIAN GUARD
SHIELD TECH,SMITHSONIAN GUARD
DOCTOR,SMITHSONIAN GUARD
DR. LIST,SMITHSONIAN GUARD
COUNCILMAN ROCKWELL,SMITHSONIAN GUARD
SHIELD COMPUTER,SMITHSONIAN GUARD
FURY'S CAR,SMITHSONIAN GUARD
SHIELD AGENT,SMITHSONIAN GUARD
BARON WOLFGANG VON STRUCKER,SMITHSONIAN GUARD
JASPER SITWELL,SMITHSONIAN GUARD
SENATOR STERN,SMITHSONIAN GUARD
SHARON CARTER,SMITHSONIAN GUARD
DR. ARNIM ZOLA,SMITHSONIAN GUARD
BROCK RUMLOW,SMITHSONIAN GUARD
ALEXANDER PIERCE,SMITHSONIAN GUARD
MARIA HILL,SMITHSONIAN GUARD
PEGGY CARTER,SMITHSONIAN GUARD
BUCKY BARNES,SMITHSONIAN GUARD
SAM WILSON,SMITHSONIAN GUARD
NICK FURY,SMITHSONIAN GUARD
NATASHA ROMANOFF,SMITHSONIAN GUARD
DURAND,SHIELD AGENT #1
DOCTOR #1,SHIELD AGENT #1
JACK ROLLINS,SHIELD AGENT #1
FRENCH PIRATE #2,SHIELD AGENT #1
COUNCILMAN HAWLEY,SHIELD AGENT #1
25TH FLOOR STRIKE AGENT,SHIELD AGENT #1
QUINJET PILOT,SHIELD AGENT #1
OLD FOOTAGE RECORDING,SHIELD AGENT #1
BAILIFF,SHIELD AGENT #1
FEMALE NURSE,SHIELD AGENT #1
HYDRA DISPATCH,SHIELD AGENT #1
SCIENTIST #1,SHIELD AGENT #1
COUNCILMAN YEN,SHIELD AGENT #1
MAN ON PA,SHIELD AGENT #1
COUNCILWOMAN HAWLEY,SHIELD AGENT #1
GEORGES BATROC,SHIELD AGENT #1
SCUDDER,SHIELD AGENT #1
COM TECH #2,SHIELD AGENT #1
RENATA,SHIELD AGENT #1
FEMALE WAR VETERAN,SHIELD AGENT #1
COMMITTEE GENERAL,SHIELD AGENT #1
MALE NURSE,SHIELD AGENT #1
FRENCH PIRATE,SHIELD AGENT #1
CHARLIE XO,SHIELD AGENT #1
COM TECH #1,SHIELD AGENT #1
APPLE EMPLOYEE,SHIELD AGENT #1
COUNCILMAN SINGH,SHIELD AGENT #1
SERGEANT DUFFY,SHIELD AGENT #1
CHARLIE WEAPONS TECH,SHIELD AGENT #1
PILOT,SHIELD AGENT #1
FRENCH PIRATE #1,SHIELD AGENT #1
COMPUTER,SHIELD AGENT #1
DOCTOR,SHIELD AGENT #1
DR. LIST,SHIELD AGENT #1
COUNCILMAN ROCKWELL,SHIELD AGENT #1
FURY'S CAR,SHIELD AGENT #1
SHIELD AGENT,SHIELD AGENT #1
BARON WOLFGANG VON STRUCKER,SHIELD AGENT #1
JASPER SITWELL,SHIELD AGENT #1
SENATOR STERN,SHIELD AGENT #1
SHARON CARTER,SHIELD AGENT #1
DR. ARNIM ZOLA,SHIELD AGENT #1
BROCK RUMLOW,SHIELD AGENT #1
ALEXANDER PIERCE,SHIELD AGENT #1
MARIA HILL,SHIELD AGENT #1
PEGGY CARTER,SHIELD AGENT #1
BUCKY BARNES,SHIELD AGENT #1
SAM WILSON,SHIELD AGENT #1
NICK FURY,SHIELD AGENT #1
NATASHA ROMANOFF,SHIELD AGENT #1
DURAND,FRENCH PIRATE #2
DOCTOR #1,FRENCH PIRATE #2
COUNCILMAN HAWLEY,FRENCH PIRATE #2
25TH FLOOR STRIKE AGENT,FRENCH PIRATE #2
BAILIFF,FRENCH PIRATE #2
FEMALE NURSE,FRENCH PIRATE #2
COUNCILMAN YEN,FRENCH PIRATE #2
COUNCILWOMAN HAWLEY,FRENCH PIRATE #2
COM TECH #2,FRENCH PIRATE #2
FEMALE WAR VETERAN,FRENCH PIRATE #2
COMMITTEE GENERAL,FRENCH PIRATE #2
FRENCH PIRATE,FRENCH PIRATE #2
CHARLIE XO,FRENCH PIRATE #2
COM TECH #1,FRENCH PIRATE #2
APPLE EMPLOYEE,FRENCH PIRATE #2
COUNCILMAN SINGH,FRENCH PIRATE #2
CHARLIE WEAPONS TECH,FRENCH PIRATE #2
FRENCH PIRATE #1,FRENCH PIRATE #2
COMPUTER,FRENCH PIRATE #2
DOCTOR,FRENCH PIRATE #2
DR. LIST,FRENCH PIRATE #2
COUNCILMAN ROCKWELL,FRENCH PIRATE #2
BARON WOLFGANG VON STRUCKER,FRENCH PIRATE #2
DR. ARNIM ZOLA,FRENCH PIRATE #2
BROCK RUMLOW,FRENCH PIRATE #2
ALEXANDER PIERCE,FRENCH PIRATE #2
BUCKY BARNES,FRENCH PIRATE #2
DURAND,JACK ROLLINS
DOCTOR #1,JACK ROLLINS
FRENCH PIRATE #2,JACK ROLLINS
COUNCILMAN HAWLEY,JACK ROLLINS
25TH FLOOR STRIKE AGENT,JACK ROLLINS
BAILIFF,JACK ROLLINS
FEMALE NURSE,JACK ROLLINS
HYDRA DISPATCH,JACK ROLLINS
COUNCILMAN YEN,JACK ROLLINS
COUNCILWOMAN HAWLEY,JACK ROLLINS
GEORGES BATROC,JACK ROLLINS
COM TECH #2,JACK ROLLINS
FEMALE WAR VETERAN,JACK ROLLINS
COMMITTEE GENERAL,JACK ROLLINS
FRENCH PIRATE,JACK ROLLINS
CHARLIE XO,JACK ROLLINS
COM TECH #1,JACK ROLLINS
APPLE EMPLOYEE,JACK ROLLINS
COUNCILMAN SINGH,JACK ROLLINS
CHARLIE WEAPONS TECH,JACK ROLLINS
FRENCH PIRATE #1,JACK ROLLINS
COMPUTER,JACK ROLLINS
DOCTOR,JACK ROLLINS
DR. LIST,JACK ROLLINS
COUNCILMAN ROCKWELL,JACK ROLLINS
FURY'S CAR,JACK ROLLINS
BARON WOLFGANG VON STRUCKER,JACK ROLLINS
DR. ARNIM ZOLA,JACK ROLLINS
BROCK RUMLOW,JACK ROLLINS
ALEXANDER PIERCE,JACK ROLLINS
BUCKY BARNES,JACK ROLLINS
DURAND,SHIELD AGENT #3
DOCTOR #1,SHIELD AGENT #3
JACK ROLLINS,SHIELD AGENT #3
FRENCH PIRATE #2,SHIELD AGENT #3
SHIELD AGENT #1,SHIELD AGENT #3
COUNCILMAN HAWLEY,SHIELD AGENT #3
25TH FLOOR STRIKE AGENT,SHIELD AGENT #3
QUINJET PILOT,SHIELD AGENT #3
OLD FOOTAGE RECORDING,SHIELD AGENT #3
BAILIFF,SHIELD AGENT #3
FEMALE NURSE,SHIELD AGENT #3
HYDRA DISPATCH,SHIELD AGENT #3
SCIENTIST #1,SHIELD AGENT #3
COUNCILMAN YEN,SHIELD AGENT #3
MAN ON PA,SHIELD AGENT #3
COUNCILWOMAN HAWLEY,SHIELD AGENT #3
GEORGES BATROC,SHIELD AGENT #3
SCUDDER,SHIELD AGENT #3
SHIELD AGENT #2,SHIELD AGENT #3
COM TECH #2,SHIELD AGENT #3
RENATA,SHIELD AGENT #3
FEMALE WAR VETERAN,SHIELD AGENT #3
COMMITTEE GENERAL,SHIELD AGENT #3
MALE NURSE,SHIELD AGENT #3
FRENCH PIRATE,SHIELD AGENT #3
CHARLIE XO,SHIELD AGENT #3
COM TECH #1,SHIELD AGENT #3
APPLE EMPLOYEE,SHIELD AGENT #3
COUNCILMAN SINGH,SHIELD AGENT #3
SERGEANT DUFFY,SHIELD AGENT #3
CHARLIE WEAPONS TECH,SHIELD AGENT #3
PILOT,SHIELD AGENT #3
FRENCH PIRATE #1,SHIELD AGENT #3
COMPUTER,SHIELD AGENT #3
DOCTOR,SHIELD AGENT #3
DR. LIST,SHIELD AGENT #3
COUNCILMAN ROCKWELL,SHIELD AGENT #3
FURY'S CAR,SHIELD AGENT #3
SHIELD AGENT,SHIELD AGENT #3
BARON WOLFGANG VON STRUCKER,SHIELD AGENT #3
JASPER SITWELL,SHIELD AGENT #3
SENATOR STERN,SHIELD AGENT #3
SHARON CARTER,SHIELD AGENT #3
DR. ARNIM ZOLA,SHIELD AGENT #3
BROCK RUMLOW,SHIELD AGENT #3
ALEXANDER PIERCE,SHIELD AGENT #3
MARIA HILL,SHIELD AGENT #3
PEGGY CARTER,SHIELD AGENT #3
BUCKY BARNES,SHIELD AGENT #3
SAM WILSON,SHIELD AGENT #3
NICK FURY,SHIELD AGENT #3
NATASHA ROMANOFF,SHIELD AGENT #3
COUNCILMAN HAWLEY,DOCTOR #1
25TH FLOOR STRIKE AGENT,DOCTOR #1
BAILIFF,DOCTOR #1
COUNCILMAN YEN,DOCTOR #1
COUNCILWOMAN HAWLEY,DOCTOR #1
COM TECH #2,DOCTOR #1
COMMITTEE GENERAL,DOCTOR #1
CHARLIE XO,DOCTOR #1
COM TECH #1,DOCTOR #1
APPLE EMPLOYEE,DOCTOR #1
COUNCILMAN SINGH,DOCTOR #1
CHARLIE WEAPONS TECH,DOCTOR #1
COMPUTER,DOCTOR #1
DOCTOR,DOCTOR #1
COUNCILMAN ROCKWELL,DOCTOR #1
BARON WOLFGANG VON STRUCKER,DOCTOR #1
BROCK RUMLOW,DOCTOR #1
ALEXANDER PIERCE,DOCTOR #1
BUCKY BARNES,DOCTOR #1
STRIKE AGENT #1,STRIKE AGENT #2
DURAND,STRIKE AGENT #2
DOCTOR #1,STRIKE AGENT #2
SHIELD AGENT #3,STRIKE AGENT #2
JACK ROLLINS,STRIKE AGENT #2
FRENCH PIRATE #2,STRIKE AGENT #2
SHIELD AGENT #1,STRIKE AGENT #2
SMITHSONIAN GUARD,STRIKE AGENT #2
COUNCILMAN HAWLEY,STRIKE AGENT #2
25TH FLOOR STRIKE AGENT,STRIKE AGENT #2
QUINJET PILOT,STRIKE AGENT #2
OLD FOOTAGE RECORDING,STRIKE AGENT #2
SHIELD PILOT,STRIKE AGENT #2
BAILIFF,STRIKE AGENT #2
FEMALE NURSE,STRIKE AGENT #2
HYDRA DISPATCH,STRIKE AGENT #2
SCIENTIST #1,STRIKE AGENT #2
COUNCILMAN YEN,STRIKE AGENT #2
MAN ON PA,STRIKE AGENT #2
COUNCILWOMAN HAWLEY,STRIKE AGENT #2
GEORGES BATROC,STRIKE AGENT #2
SCUDDER,STRIKE AGENT #2
SHIELD AGENT #2,STRIKE AGENT #2
COM TECH #2,STRIKE AGENT #2
STRIKE AGENT,STRIKE AGENT #2
RENATA,STRIKE AGENT #2
FEMALE WAR VETERAN,STRIKE AGENT #2
COMMITTEE GENERAL,STRIKE AGENT #2
MALE NURSE,STRIKE AGENT #2
FRENCH PIRATE,STRIKE AGENT #2
CHARLIE XO,STRIKE AGENT #2
COM TECH #1,STRIKE AGENT #2
APPLE EMPLOYEE,STRIKE AGENT #2
COUNCILMAN SINGH,STRIKE AGENT #2
SERGEANT DUFFY,STRIKE AGENT #2
CHARLIE WEAPONS TECH,STRIKE AGENT #2
PILOT,STRIKE AGENT #2
FRENCH PIRATE #1,STRIKE AGENT #2
COMPUTER,STRIKE AGENT #2
SHIELD TECH,STRIKE AGENT #2
DOCTOR,STRIKE AGENT #2
DR. LIST,STRIKE AGENT #2
COUNCILMAN ROCKWELL,STRIKE AGENT #2
SHIELD COMPUTER,STRIKE AGENT #2
FURY'S CAR,STRIKE AGENT #2
SHIELD AGENT,STRIKE AGENT #2
BARON WOLFGANG VON STRUCKER,STRIKE AGENT #2
JASPER SITWELL,STRIKE AGENT #2
SENATOR STERN,STRIKE AGENT #2
SHARON CARTER,STRIKE AGENT #2
DR. ARNIM ZOLA,STRIKE AGENT #2
BROCK RUMLOW,STRIKE AGENT #2
ALEXANDER PIERCE,STRIKE AGENT #2
MARIA HILL,STRIKE AGENT #2
PEGGY CARTER,STRIKE AGENT #2
BUCKY BARNES,STRIKE AGENT #2
SAM WILSON,STRIKE AGENT #2
NICK FURY,STRIKE AGENT #2
NATASHA ROMANOFF,STRIKE AGENT #2
STEVE ROGERS,STRIKE AGENT #2
DOCTOR #1,DURAND
COUNCILMAN HAWLEY,DURAND
25TH FLOOR STRIKE AGENT,DURAND
BAILIFF,DURAND
COUNCILMAN YEN,DURAND
COUNCILWOMAN HAWLEY,DURAND
COM TECH #2,DURAND
COMMITTEE GENERAL,DURAND
CHARLIE XO,DURAND
COM TECH #1,DURAND
APPLE EMPLOYEE,DURAND
COUNCILMAN SINGH,DURAND
CHARLIE WEAPONS TECH,DURAND
COMPUTER,DURAND
DOCTOR,DURAND
DR. LIST,DURAND
COUNCILMAN ROCKWELL,DURAND
BARON WOLFGANG VON STRUCKER,DURAND
DR. ARNIM ZOLA,DURAND
BROCK RUMLOW,DURAND
ALEXANDER PIERCE,DURAND
BUCKY BARNES,DURAND
DURAND,STRIKE AGENT #1
DOCTOR #1,STRIKE AGENT #1
SHIELD AGENT #3,STRIKE AGENT #1
JACK ROLLINS,STRIKE AGENT #1
FRENCH PIRATE #2,STRIKE AGENT #1
SHIELD AGENT #1,STRIKE AGENT #1
SMITHSONIAN GUARD,STRIKE AGENT #1
COUNCILMAN HAWLEY,STRIKE AGENT #1
25TH FLOOR STRIKE AGENT,STRIKE AGENT #1
QUINJET PILOT,STRIKE AGENT #1
OLD FOOTAGE RECORDING,STRIKE AGENT #1
SHIELD PILOT,STRIKE AGENT #1
BAILIFF,STRIKE AGENT #1
FEMALE NURSE,STRIKE AGENT #1
HYDRA DISPATCH,STRIKE AGENT #1
SCIENTIST #1,STRIKE AGENT #1
COUNCILMAN YEN,STRIKE AGENT #1
MAN ON PA,STRIKE AGENT #1
COUNCILWOMAN HAWLEY,STRIKE AGENT #1
GEORGES BATROC,STRIKE AGENT #1
SCUDDER,STRIKE AGENT #1
SHIELD AGENT #2,STRIKE AGENT #1
COM TECH #2,STRIKE AGENT #1
STRIKE AGENT,STRIKE AGENT #1
RENATA,STRIKE AGENT #1
FEMALE WAR VETERAN,STRIKE AGENT #1
COMMITTEE GENERAL,STRIKE AGENT #1
MALE NURSE,STRIKE AGENT #1
FRENCH PIRATE,STRIKE AGENT #1
CHARLIE XO,STRIKE AGENT #1
COM TECH #1,STRIKE AGENT #1
APPLE EMPLOYEE,STRIKE AGENT #1
COUNCILMAN SINGH,STRIKE AGENT #1
SERGEANT DUFFY,STRIKE AGENT #1
CHARLIE WEAPONS TECH,STRIKE AGENT #1
PILOT,STRIKE AGENT #1
FRENCH PIRATE #1,STRIKE AGENT #1
COMPUTER,STRIKE AGENT #1
SHIELD TECH,STRIKE AGENT #1
DOCTOR,STRIKE AGENT #1
DR. LIST,STRIKE AGENT #1
COUNCILMAN ROCKWELL,STRIKE AGENT #1
SHIELD COMPUTER,STRIKE AGENT #1
FURY'S CAR,STRIKE AGENT #1
SHIELD AGENT,STRIKE AGENT #1
BARON WOLFGANG VON STRUCKER,STRIKE AGENT #1
JASPER SITWELL,STRIKE AGENT #1
SENATOR STERN,STRIKE AGENT #1
SHARON CARTER,STRIKE AGENT #1
DR. ARNIM ZOLA,STRIKE AGENT #1
BROCK RUMLOW,STRIKE AGENT #1
ALEXANDER PIERCE,STRIKE AGENT #1
MARIA HILL,STRIKE AGENT #1
PEGGY CARTER,STRIKE AGENT #1
BUCKY BARNES,STRIKE AGENT #1
SAM WILSON,STRIKE AGENT #1
NICK FURY,STRIKE AGENT #1
NATASHA ROMANOFF,STRIKE AGENT #1
STEVE ROGERS,STRIKE AGENT #1
STRIKE AGENT #1,STRIKE AGENT #3
DURAND,STRIKE AGENT #3
STRIKE AGENT #2,STRIKE AGENT #3
DOCTOR #1,STRIKE AGENT #3
SHIELD AGENT #3,STRIKE AGENT #3
JACK ROLLINS,STRIKE AGENT #3
FRENCH PIRATE #2,STRIKE AGENT #3
SHIELD AGENT #1,STRIKE AGENT #3
SMITHSONIAN GUARD,STRIKE AGENT #3
COUNCILMAN HAWLEY,STRIKE AGENT #3
25TH FLOOR STRIKE AGENT,STRIKE AGENT #3
QUINJET PILOT,STRIKE AGENT #3
OLD FOOTAGE RECORDING,STRIKE AGENT #3
SHIELD PILOT,STRIKE AGENT #3
BAILIFF,STRIKE AGENT #3
FEMALE NURSE,STRIKE AGENT #3
HYDRA DISPATCH,STRIKE AGENT #3
SCIENTIST #1,STRIKE AGENT #3
COUNCILMAN YEN,STRIKE AGENT #3
MAN ON PA,STRIKE AGENT #3
COUNCILWOMAN HAWLEY,STRIKE AGENT #3
GEORGES BATROC,STRIKE AGENT #3
SCUDDER,STRIKE AGENT #3
SHIELD AGENT #2,STRIKE AGENT #3
COM TECH #2,STRIKE AGENT #3
STRIKE AGENT,STRIKE AGENT #3
RENATA,STRIKE AGENT #3
FEMALE WAR VETERAN,STRIKE AGENT #3
COMMITTEE GENERAL,STRIKE AGENT #3
MALE NURSE,STRIKE AGENT #3
FRENCH PIRATE,STRIKE AGENT #3
CHARLIE XO,STRIKE AGENT #3
COM TECH #1,STRIKE AGENT #3
APPLE EMPLOYEE,STRIKE AGENT #3
COUNCILMAN SINGH,STRIKE AGENT #3
SERGEANT DUFFY,STRIKE AGENT #3
CHARLIE WEAPONS TECH,STRIKE AGENT #3
PILOT,STRIKE AGENT #3
FRENCH PIRATE #1,STRIKE AGENT #3
COMPUTER,STRIKE AGENT #3
SHIELD TECH,STRIKE AGENT #3
DOCTOR,STRIKE AGENT #3
DR. LIST,STRIKE AGENT #3
COUNCILMAN ROCKWELL,STRIKE AGENT #3
SHIELD COMPUTER,STRIKE AGENT #3
FURY'S CAR,STRIKE AGENT #3
SHIELD AGENT,STRIKE AGENT #3
BARON WOLFGANG VON STRUCKER,STRIKE AGENT #3
JASPER SITWELL,STRIKE AGENT #3
SENATOR STERN,STRIKE AGENT #3
SHARON CARTER,STRIKE AGENT #3
DR. ARNIM ZOLA,STRIKE AGENT #3
BROCK RUMLOW,STRIKE AGENT #3
ALEXANDER PIERCE,STRIKE AGENT #3
MARIA HILL,STRIKE AGENT #3
PEGGY CARTER,STRIKE AGENT #3
BUCKY BARNES,STRIKE AGENT #3
SAM WILSON,STRIKE AGENT #3
NICK FURY,STRIKE AGENT #3
NATASHA ROMANOFF,STRIKE AGENT #3
STEVE ROGERS,STRIKE AGENT #3
SOH-LARR,STEVE ROGERS
FURY AND MARIA,STEVE ROGERS
DRILL INSTRUCTOR,STEVE ROGERS
ELECTRONIC VOICE-OVER,STEVE ROGERS
BOY,STEVE ROGERS
JOSEPH DANVERS,STEVE ROGERS
CADETS,STEVE ROGERS
BIKER,STEVE ROGERS
SKRULL,STEVE ROGERS
SKRULL TECH,STEVE ROGERS
BARTENDER,STEVE ROGERS
SCANNER,STEVE ROGERS
SECURITY OFFICER,STEVE ROGERS
ACCUSER,STEVE ROGERS
KREE,STEVE ROGERS
SECURITY CHECKPOINT,STEVE ROGERS
SOREN,STEVE ROGERS
MEDICAL EXAMINER,STEVE ROGERS
ATT-LASS,STEVE ROGERS
AGENT,STEVE ROGERS
BRON-CHAR,STEVE ROGERS
SKRULL SCIENTIST,STEVE ROGERS
RONAN,STEVE ROGERS
KORATH,STEVE ROGERS
MINN-ERVA,STEVE ROGERS
MONICA RAMBEAU,STEVE ROGERS
MARIA RAMBEAU,STEVE ROGERS
PHIL COULSON,STEVE ROGERS
FURY AND MARIA,NATASHA ROMANOFF
DRILL INSTRUCTOR,NATASHA ROMANOFF
ELECTRONIC VOICE-OVER,NATASHA ROMANOFF
BOY,NATASHA ROMANOFF
JOSEPH DANVERS,NATASHA ROMANOFF
CADETS,NATASHA ROMANOFF
BIKER,NATASHA ROMANOFF
BARTENDER,NATASHA ROMANOFF
ACCUSER,NATASHA ROMANOFF
KREE,NATASHA ROMANOFF
MEDICAL EXAMINER,NATASHA ROMANOFF
ATT-LASS,NATASHA ROMANOFF
AGENT,NATASHA ROMANOFF
BRON-CHAR,NATASHA ROMANOFF
KORATH,NATASHA ROMANOFF
MINN-ERVA,NATASHA ROMANOFF
DIRECTOR,NATASHA ROMANOFF
MONICA RAMBEAU,NATASHA ROMANOFF
MARIA RAMBEAU,NATASHA ROMANOFF
BOY,BRUCE BANNER
BIKER,BRUCE BANNER
BARTENDER,BRUCE BANNER
ACCUSER,BRUCE BANNER
ATT-LASS,BRUCE BANNER
AGENT,BRUCE BANNER
BRON-CHAR,BRUCE BANNER
FURY AND MARIA,NICK FURY
DRILL INSTRUCTOR,NICK FURY
ELECTRONIC VOICE-OVER,NICK FURY
BOY,NICK FURY
JOSEPH DANVERS,NICK FURY
CADETS,NICK FURY
BIKER,NICK FURY
BARTENDER,NICK FURY
ACCUSER,NICK FURY
KREE,NICK FURY
MEDICAL EXAMINER,NICK FURY
ATT-LASS,NICK FURY
AGENT,NICK FURY
BRON-CHAR,NICK FURY
KORATH,NICK FURY
MINN-ERVA,NICK FURY
MONICA RAMBEAU,NICK FURY
MARIA RAMBEAU,NICK FURY
CAROL DANVERS,NICK FURY
FURY AND MARIA,JAMES RHODES
DRILL INSTRUCTOR,JAMES RHODES
ELECTRONIC VOICE-OVER,JAMES RHODES
BOY,JAMES RHODES
CADETS,JAMES RHODES
BIKER,JAMES RHODES
BARTENDER,JAMES RHODES
ACCUSER,JAMES RHODES
ATT-LASS,JAMES RHODES
AGENT,JAMES RHODES
COMPUTER,JAMES RHODES
BRON-CHAR,JAMES RHODES
DIRECTOR,JAMES RHODES
BOY,CAROL DANVERS
